episode_id,section_index,gender,minutes,tunnus,lause
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,tundub,"Aga muidugi ka teine pool , vahepeal tundub lihtsalt nii südametu metsamajandajate poole , et hakata hakatakse siis naeruvääristama , et oma lenduväravatega ja hakkame hoopis metsmaasikat kaitsma ja et nendele nagu siis absoluutselt see lageraielank nagu mingid mingit nagu tundeid ei tekita , et ülikeeruline teema ja ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,tundub,"Näiteks mu ülemus oli 75 aastane raamatupidaja Et jah , oli ka selliseid hetki , kus mõtlesin , et ma ei tea Et oleks võinud , et oleks võinud ikka kaitseväes ära käia , aga noh aga , aga siis seesama Tallinna elu , et ma saan aru , et 2012 kuni tegelikult tõrva jõudmiseni oli see Tallinna ja , ja Valgamaa vaheline elu , et kui raske või , või kui , kui keeruline või kui lihtne on ühel sellisel maa maainimesel minna ja elada nii-öelda suures metropolis , meie mõistes on ju Tallinnas , et ka minul on see tee läbi käidud ja , ja eks ma olen ka oma järeldusi ja mõtteid sinna pannud , aga , aga samas mulle tundub , et sellel on omad plussid ja miinused , aga kuidas sinul oli ?"
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,tundub,Praegu tundub ikka väga nagu uskumatu on summa .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,tundub,"Praeguses hetkes , et ma nüüd hullult ei mäletagi seda tööd nii kõvasti , et ma olen nagu nii oma nagu peaga noh , nii tänases päevas hetkel , et kui sa küsid , et siis nagu tuleb meelde küll moment , aga see tundub kui nii kaua aega tagasi , et ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,tundub,"Ja siis mäletan , et , Mõne aasta pärast ka kaks , 2007 tundub suht tähtis aasta ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,tundub,"Aga kuidas vigastustega on , et see tundub ikkagi selline spordiala , kus mingi vigastus ikka kunagi tuleb ja peab sellega tegelema nii-öelda ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,4,M,5.474666666666667,tundub,"Et ikkagi mulle tundub , et mulle tundub , et see sitreni ja , ja age Täna hommikul just lugesin , lugesin pikemat artiklit Toyota arengust , kuidas Toyota autot üritatakse tulevaks aastaks ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,4,M,5.474666666666667,tundub,"Et ikkagi mulle tundub , et mulle tundub , et see sitreni ja , ja age Täna hommikul just lugesin , lugesin pikemat artiklit Toyota arengust , kuidas Toyota autot üritatakse tulevaks aastaks ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,tundub,"Ma ei tea , mulle tundub , et see on natuke seesama sündroom , mis nende meie naiste nisissidega , et kui see mingi otsustav mäng kätte tuleb , siis läheb ikka jälle midagi nihuna ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,tundub,"Sutsu pessimistid ka veel ja siis ja on nagu optimistlikult ütleb jah ja mingi mingil põhjusel ikkagi nagu Eestil läheb hästi või , või Eesti esindajatel , et antud juhul läheb , tundub mulle siis vastupidi , sest mul on tegelikult päris hea tunne Kalev Cramo praeguse meeskonna osas ."
