episode_id,section_index,gender,minutes,tunnus,lause
20210416,1,M,27.033,loodan,Ja loodan ja kuulajad võib- olla ei pane ära liiga palju mingi lehma jutte .
20210416,5,M,17.14183333333333,loodan,"Ma loodan , et see ei ole selline ."
20190108,1,M,24.004166666666663,loodan,"Lühikese aja jooksul see Eesti 200 suutis teha teise niiuguse idiootse asja nagu järjest , et palju õnne neile ja ma loodan , et nad ei ületa seda viie protsendi künnist , et no see on mingi mingi koomikute ja , ja , ja mujal läbi kukkunud inimeste ühendus Ja ja see oli järve taseme nende taseme näitaja oligi see loll ."
20190108,1,M,24.004166666666663,loodan,"Et , et nüüd ma loodan , et paari-kolme järgmise etapiga ta jõuab eelmise aasta kehvemate päevade tasemele ja siis hooaja lõpuks MM-iks ."
20190108,2,M,21.29866666666667,loodan,"Noh , ma , ma tegelikult loodan , et , et me räägime suurematest Ma ei ole kindel , et see valimistulemustest niivõrd oleneb , kui Okei , põhimõtteliselt oleneb see , ütleme siis nagu kahe partei meelsusest ja ma ei ole alustuseks saanud isegi aru , kas Jüri Ratase isiklikult on meelsus ."
20190108,2,M,21.29866666666667,loodan,"No kiire küsimus , Jaan peab vastama , kas Margus Hunt ja India napolis Kolts jätkavad oma imet ja jõuavad veel kaugemale kui hetkel kaheksa hulgas ja ma loodan küll , sellepärast et ma küsin , kas sa loodad , me kõik loodame ?"
20190108,4,M,5.474666666666667,loodan,"Ma loodan aga praegu jutt käib ennustuses , mitte ."
20190108,4,M,5.474666666666667,loodan,"No vähemalt ühes poolfinaalis Ühes umbes nii ja sellestki pruugi piisata , eks , et noh , tähendab ühesõnaga ma pakun välja , et ei pääse , aga ma loodan , et ta kuskil niisugune viieteistkümnendat neljateistkümnendat kohta näksab ja lõpetab ka hooaja umbes 15 14.-na ."
20190108,5,M,20.710666666666665,loodan,"Ma ma pigem praegu ütlen seda , et mida ma loodan , et ütleme niimoodi , et nii head võrkpallikoondist ma ei kujuta ette , millal järgmine kord kokku saadakse panna , sellepärast Gert Toobal , hakkame sealt pihta , sidemängija kui kaua tema veel mängib , eks , ja , ja teine asi ikkagi , Vennol on juba vanust ja okei , järgmise EMi nad võivad ka veel sama satsiga välja venitada , aga praegu on just see hetk , kus ollakse kõige parema ajaloo kõige parima satsiga ."
20190108,5,M,20.710666666666665,loodan,"Aga aga ikkagi nendele kahele ma loodan , võib-olla mõni mõnele laskesuusatajale ka , jah , keegi saab selle 10. koha vähemalt kätte või esikümnesse jõuab ."
20201231,5,M,37.325833333333335,loodan,"Ma ma ütleme , et ma loodan siis , et sellest teised tootjad ka õpivad , et kuidas , et leiavad , mis need kõige olulisemad kompanii on ja võib-olla üldiselt lähevad karvaite Paremaks Ma arvan küll , et õpivad , sest nad saavad ikkagi ju selle lahti võtta ja vaadata , kuidas see töötab ja testida ."
20201231,6,M,13.087999999999996,loodan,"Ma loodan , et misofoonikuid jälle palju , sest nende elu on raskem , aga ma tervitan ka misofoonikuid ."
20190115,3,M,8.922666666666665,loodan,"Ma loodan ka soomlaste näitel ja ma arvan , et tullakse vaatama laskesuusa staar , fukaadi tullakse ja pööd tullakse vaatama ."
20210422,0,M,83.633,loodan,"Ma loodan sellega ikkagi ikkagi kaugele jõuda , kui teha seda asja hästi , et , et kui , kui kui ma mingi hetk tunnen , et ei jõua enam hästi teha , siis ma lõpetan selle ära ka , et päris niisugust poolikut asja ei ei taha pakkuda ."
20200505,0,M,5.723666666666667,loodan,"Suhteid kui sinul selle raamatuga minul on mees , kes teadis ussisõnu millest veel ei ole ilmunud ekraani seeringuid , ma loodan , et keegi tee ka ."
20200505,19,M,1.8538333333333337,loodan,"Ma loodan seda kunagi kasutada , kui mul lapsed ."
20220104,0,M,6.2645,loodan,"Uus aasta möödus meeleolukalt , ma loodan ."
20220104,2,M,14.309833333333332,loodan,"Ma loodan , et ta Florasse ei lähe , sest et see nagu Flora on nagunii suhteliselt tugev , eks ole , noh siis on nagu ikkagi ja neile raha kalla ."
20220104,5,M,5.981833333333339,loodan,"Loodan , et ei , lihtsalt põhimõtteliselt loodan , et ei ta ei meeldi mulle ."
20220104,5,M,5.981833333333339,loodan,"No põhimõtteliselt ma loodan , et , et ta võidab sellepärast et minule ta meeldib Meeldimine või mittemeeldimine olen selles duellis Lewis Hamiltoni poolt , aga arvan , et verstupen ."
20220104,5,M,5.981833333333339,loodan,"Korda , ega mulle ka eriti ei meeldi , ma loodan , et keegi kolmas äkki päris inimene tuleb ka ja võidab ."
20200524,16,M,2.0073333333333343,loodan,Ma loodan sama ja mingit tõsist juttu tahaks kuulata temalt .
20200524,34,M,13.362666666666662,loodan,"Ma loodan , et läheb ."
20200524,34,M,13.362666666666662,loodan,"Ma ise loodan ka ja kui ei lähe , siis fakiti tuleb midagi muud , aga praegu praegu paistab , et paistab , meile tuleb fantaga üle , lõpuks tal tuli album välja ja ta peab tulema ."
