episode_id,section_index,gender,minutes,tunnus,lause
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,okei,"Tegelikult ma tunnistan ausalt täpselt , et võibolla seal on mingid kahtlased asju küll , aga , aga ma ütlen veelkord , et see nagu ei , ei vähenda sugugi seda poolt , et ütleme , poliitiliselt on neil nagu asjas nagu õigus , et kui nende kõrvale panna mingid õiged ja tugevad majandusmehed , siis , siis ma arvan , see on ikkagi okei variant , aga ma ütleks praktikas siiski , aitas see projekt suust , ma arvan Loe eilset Leo Kunnase intervjuud , no ainult puhas kuld oli seal kõik kõikide asjade sisuliselt kirjutas kahe käega alla ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,okei,"Noh , kokkuvõttes need suusad ei maksa ju mingid , ma ei tea , 350 eur , aga mis 350 euri se pisku , see ei maksa mingeid tuhandeid ja tuhandeid , okei , ma saan aru , ega , ega jama ka see , kui neil oleks , ma ei tea , igalühel üks või kaks , paar ja suusk peaks igal juhul nagu rohkem olema ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,okei,"Üsna piiri peal muidugi on , kui hakata kõrvuti seadma noh kindlasti harrastajate osas muidugi okei , no suusatamine on jällegi osa kahevõistlusest , aga noh , kui sa puhta kahevõistluse hüpped võtad , siis siis muidugi võrdluses vigursuusatajaid ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,okei,"Ameeriklane andis Lõuga , ma ei hakka seda nime siin välja lätlasele , andis lõuga , noh okei , aga , aga sai kolmemänguse keelu , aga kusjuures see lõua andmine oli ikka väga efektne , ütleme niimoodi , et puhast nokaaut ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,okei,"Sa võrdled näppu ja , ja ühte teist asja , see , need ei ole nagu võrreldavad võrreldavad asjad , et , et ja ongi , et see , see meeskond ei ole nagu hea praegu , noh lisaks , et okei , olgu alguse , Rain Veidemann ka läks ka ära ja , ja , ja nii ongi ja , ja ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,okei,"Ehk siis treener on okei , aga vot mänedžer on see , kes ei tee piisavalt head tööd selleks , et saada head koosseisu ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,okei,"Ja siksidki oma ponksi peal nagu nagu Tarma Arvas sai mitu aastat süda , Rapla sa mitu aastat , okei , korra said finaali , taras võitis korra karika , eks ole ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,4,M,5.474666666666667,okei,"Ma võin alustada siis okei , ma siis alustan ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,4,M,5.474666666666667,okei,"Ma olen jälginud seda , seda tabelit ja , ja , ja näen , kui suured vahed on praegu Anett Kontaveidil selle esikümnega , no okei , tähendab , see vahe ei ole mingi ületamatu , aga , aga kujutage ette , kui ta oleks nüüd selle Brisbaini turniiri võitnud , oleks ta kerkinud ainult ühe koha võrra , eks võitnud ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,okei,"Ma ma pigem praegu ütlen seda , et mida ma loodan , et ütleme niimoodi , et nii head võrkpallikoondist ma ei kujuta ette , millal järgmine kord kokku saadakse panna , sellepärast Gert Toobal , hakkame sealt pihta , sidemängija kui kaua tema veel mängib , eks , ja , ja teine asi ikkagi , Vennol on juba vanust ja okei , järgmise EMi nad võivad ka veel sama satsiga välja venitada , aga praegu on just see hetk , kus ollakse kõige parema ajaloo kõige parima satsiga ."
