episode_id,section_index,gender,minutes,tunnus,lause
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,vot,"Midagi Euroopa partnerid ja vot seda ma tahan veel eriti näha , mismoodi nad Trumpilt seda miljardit lähevad kätte saama ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,vot,"On 2000 a. 2026 , isegi kui nad on olümpial , siis on ju meie tüdrukud kõige are eas parimas eas ja me ei saa oodata nii kaua , kui see võib-olla nelja aasta pärast võetakse olümpiakauba , vot siis me hakkame EOK poel ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,vot,"Ja kui ta veel võidab , no vot siis siis hakkame üldse arutama , et kas ta võiks olla üldse Eesti parim sportlane ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,vot,"Ehk siis treener on okei , aga vot mänedžer on see , kes ei tee piisavalt head tööd selleks , et saada head koosseisu ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,vot,"Ei , vastupidi , aa , et jätta ta otsustajaks , no vot seal vahetan ta , tal on jumal , ükskõik ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,2,M,24.133833333333335,vot,"Selles mõttes , et see on vot ja see tegelikult ja see on nagu töö , mis sind selle punktini viib ja ma arvan tegelikult , et ma , ma usun , et iga muusik peaks kogu aeg tegema seda tööd ja mitte üritama olla kellegi teise moodi , vaid nagu leidma iseennast üles , et mida tal on öelda ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,5,M,46.16899999999999,vot,"Ma julgen öelda , et vot kui , kui me räägime Eestist Eestist tõenäoliselt natuke nooremad , no räägime Eestist ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,1,M,4.868166666666666,vot,"Sa saad aru , et nad kõik tuleksid sinna seda kodakondsust saama , kui ei oleks eesti keele eksamit , neil ei ole eesti keelt seal Narvas neil ei ole , nad ei puutu selle eesti keelega kokku , sa saad aru , vot see ongi ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,6,M,20.665000000000003,vot,"Vanasti oli samees Solberg , Holly Mc Gre , ma mäletan , eks ole , vot Märtin , et neid oli nagu äge vaadata küll , aga olid jälle niisugused nagu , nagu ütleme , Richard Berns , kes nagu susistas rohkem nagu niisama või niisama või tema sõidustiil ei olnud nii nii äge nagu või ta võitis nagu rahulikumalt neid asju , et , et loomulikult ägedam vaadata kust kiiret meest , aga paraku elu näitab , et tulemused tulevad paremini ikkagi ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,6,M,20.665000000000003,vot,"Probleem on selles , et , et Goltsi rünnak ei suutnud enamat kui üks touchdown , sest teise touchdown i muideks pane tähele , eks spetsiaaltiim ja vormistas , ehk siis blokeerisid lahtilöögi ja jooksid selle tastoun iks ja vot see oli see probleem , kusjuures tugevuse on sipsi kaitse liiga eelviimane , et tegelikult see oli põhjus , miks ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,6,M,20.665000000000003,vot,"Ei , me ei , neil oli just riietusruumid tühjaks ja kamoon koju ja , ja mitmed mängijad , nende hulgas ka hunt , kelle leping läbi saab , avaldasid soovi seal võistkonnas jätkata ja vot nüüd ongi see huvitav küsimus , et ma ise ise arvan , et et hunt tahaks kindlasti koltsi jääda , ta on isegi nõus veidikene madalama palgaga ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,8,M,5.863333333333336,vot,"100 eurosed mängijad , 100 eurosed mängijad , tuleb tuua satsi nendega põrutada ja vot siis hakkab tulema , see on fakt ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,8,M,5.863333333333336,vot,"Ei , ei , seal pole seal , vot seda on , huvitav , see on , see on tõesti huvitav , ma justkui siin Gerdiga ka rääkisime ."
