episode_id,section_index,gender,minutes,tunnus,lause
20210413_episood_4_kas_vanasti_oli_muusika_parem,4,M,12.370666666666663,kurat,"Ja mõni vahetevahel lihtsalt kuuleb , et oh kurat , päris hea pet ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,kurat,"Mõtlesin , et kurat , kus me jõudnud oleme ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,kurat,"Selle live'i ajal , ma mõtlesin , et kurat , kui mõnus on ikka , et seal olid nagu inimesed on ju , mitte palju , aga , aga mõned inimesed nendega sai pärast suhelda , mõni oli võib-olla natukene purjus , mis on , käib asja juurde , on ju , ja see oli selline pärast pärast ma mõtlesin vist , kui ma läksin nagu magama või enne magama minekut , ma mõtlesin , et kurat , äge äge on ikka ja see on täpselt see , mille pärast ma nagu muusikat teen ja , ja noh ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,kurat,"Selle live'i ajal , ma mõtlesin , et kurat , kui mõnus on ikka , et seal olid nagu inimesed on ju , mitte palju , aga , aga mõned inimesed nendega sai pärast suhelda , mõni oli võib-olla natukene purjus , mis on , käib asja juurde , on ju , ja see oli selline pärast pärast ma mõtlesin vist , kui ma läksin nagu magama või enne magama minekut , ma mõtlesin , et kurat , äge äge on ikka ja see on täpselt see , mille pärast ma nagu muusikat teen ja , ja noh ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,kurat,"Mul ei ole kurat ühtegi hangu ka siin kodus , millega need uksest eemale hoida ."
20210502_sott_kihisev__korrrralik_jubileika_100_02052021,15,M,2.897000000000003,kurat,"Ja väike sees saata väikse , see tähistas kuskil saunas seal , kurat , ma lähen , et selle hooaeg sai neid plommitud seal ja sai , käisime seal , aga pane see lugu ja siis koos seal meenutas Ta nagu selle loo saatel neid koerustükke , noh teinekord täitsa täitsa niisugune ."
20210502_sott_kihisev__korrrralik_jubileika_100_02052021,24,M,8.07616666666667,kurat,"Ja siis ma ütlesin , noh kurat , so on sealt pärit ."
20210502_sott_kihisev__korrrralik_jubileika_100_02052021,25,M,5.610666666666672,kurat,"Kõvad vana kooli lood , mis on kogu aeg , kas ma ütlesin , et kurat Need on sitaks ja , aga samas nagu ei osanud midagi valida ka , sest neid on nii sitaks ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,kurat,"Kunagi oli samamoodi , et üks pani Taav Padari , teine pani terminaatori , siis vaatad , kurat , terminaator ei näe , panen t kui stardi ja selle veel koos peasid , sa ära paned ja peaasi , et sa ära teed , et mõne mingi aeg , see võib töötada , aga , aga lõpp ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,kurat,"Päris palju on ka ikkagi olnud noh , sellist asja , et on ju tehtud seda , mis on nagu keelatud ja siis ma ei tea , mina näiteks kogu aeg hakkan nagu mõtlema , et kurat , aga need inimesed on nii meeleheitel , et nagu mõnes mõttes sa saad neist nagu aru teisest küljest sa nagu taunid seda , et nad seda teevad , seepärast , et noh , miks te rikute reegleid vaata aga , aga see on ju hästi huvitav , aga ma tahtsin su käest küsida , kui , kui sina saaksid praegu öelda kaks valitsust on olnud selle aja jooksul mida nad oleks pidanud tegema , et ööklubisid , päästa ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,kurat,"Okei , ei toetata , aga , aga lihtsalt ei nagu ei tunta nagu absoluutselt huvi ka , et , et see , see jätab mulje , et päris paljud ärimehed , ma arvan , mõtlevad , et kurat , pidin ikka nii aus olema või et , et ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,kurat,"Meil on siin tähtsad inimesed surevad ja mingid muusikud nutavad siin , minge tööle , kurat , mida te nutate ."
20210422_episood_5_elu_surm_ja_kanade_lestus,0,M,83.633,kurat,"Aga näiteks Viljandi Viljandiga oli selline pull , et me pidime avama Viljandis , ma ei mäleta seda kuupäeva isegi , kas oli 14 märts või midagi sellist või oli ei nädal enne neljateistkümnendat märtsi pidime ja polt ei jõudnud enda nagu asju , nagu sisestada neid andmeid sinna ehk siis meie süsteemi nagu avada ja mitu nädalat oli sellega nagu nii arusaadav ka , et praegu selline olukord , et kõik lähevad Neid liitujaid on meil iga päev , äkki ma ei tea , kümneid sadu äkki , et nad lihtsalt puht füüsiliselt ei jõua ja mina mõtlesin , et kurat , ma olen nagu Viljandis selle avamise lubanud ära teha , et ma rohkem enam ei venita ."
20220104_mehed_ei_nuta_kontaveidi_fnnid_liialdasid_vehklejate_rappimisega_spordiaasta_suured_ksimused,3,M,25.564166666666665,kurat,"Tule mõistusele , kurat , võtab 88."
20200105_saaga_jtkub_20__040_05012020,53,M,0.7673333333333328,kurat,"Tahtis midagi öelda , aga kurat , ma ei tea , risk ."
20200105_saaga_jtkub_20__040_05012020,105,M,1.8586666666666665,kurat,"Ei , kurat , sa parim parimas , siis tahaks hea lugu ja head sõnad on ju ."
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,2,M,38.38016666666667,kurat,"Ja natuke muidugi , eks Vassiljev enda jäärapäisues on ka natuke asi kinni , et noh no kurat , kui sa , spordimees , no mida sa jamad seal anna siis järgi ja ja , ja ."
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,4,M,70.77066666666666,kurat,"Meie võimalused on ehk piiratud , aga Me me saame selle palga , sellist töötasu , vot seda pakkuda , et mis sul veel vaja on , et sa lõpuks jõuaksid selle medalini , nii tuleks käituda , aga peki , kurat , me , ma ütlen , ma lähen närvi , me tippspordikomisjonis hakkame võitlema , kuidas Uibole mitte maksta toetust ."
