episode_id,section_index,gender,minutes,pos,tunnus,sona,lause
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,tõesti,rääkima,"Rääkida mingist asjast , millest sa iga päev oled sees , milles sa väga töötad ja tead seda läbi lõhki , on ilmselt lihtsam kui ennast väga palju avada , eriti siin saates , kus tund aega räägitakse sinust endast , aga , aga lähme siis sinu juurde , et et nagu ikka , ma olen palunud kõigil oma CV enne saata , et , et ma saaksin ülevaate , mis inimesega tegu on ja midagi see ju tõesti räägib inimese kohta ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,V,tõesti,olema,"Et see oli , kui seda poleks olnud , siis tõesti oleks palju vähem rääkida oma elust võib-olla kooliajast ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,D,tõesti,väga,"Kui oma oma seppana Tegelikult see Kungla on ju ühele noorele tõesti väga suur võimalus , aga samas on väga suur kohustus , nagu sa ütlesid , et kaks proovi jätsid ainult vahele ja tegelikult see proovist puudumine noh , võib-olla ka kungla mõttes ju ka natukene kuritegu , sest ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,D,tõesti,korraks,"Ja füüsikaõpetaja ütles mulle , et ma tõesti korraks tundsin , et sa oledki see inimene ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,D,tõesti,ainult,"Ma võib-olla natuke räägin nagu onu Heino , aga selline elust võõrdunud selline noh , inimgrupp , kes tegelikult ise maal ei ela , kes ise käivad tõesti ainult metsas jalutamas ja ei adu seda sotsiaalset poolt ja isegi seda looduskaitselist poolt , et näiteks ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,2,M,8.717833333333333,V,tõesti,ütlema,Ma ei oska nii tõesti öelda .
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,D,tõesti,vist,"Lihtne , et sul seal tegelikult tõesti vist vedasid , täpselt , sel hetkel tekkis selline vaba töökoht ja , ja sai , sai sinna keskkonnaspetsialistiks ja tõrva , et no kas sa kujutasid ette , et ühe keskkonnaspetsialisti töö võib olla selline nagu sul oli ?"
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,tõesti,sobima,"No ma tean sind ka enam-vähem noh , nüüd natuke natuke täpsemalt täpsemalt vist ja on halb sõna öelda , aga umbes kaheksa-üheksa aastat ja ja , ja nii palju , kui mulle tundus see , mida sa vabal ajal teed , see , mis missugune hing , hing sinust nagu välja kumab , siis see ametniku töö tundus nagu kuidagi kummaline sinu poole , et et ongi niisugune natuke hipster ikka natukene selline vabameelsus ja siis siis nagu tõesti selline päris keeruline ametnikutöö , et kus tuli suhelda , on volikoguga , tuli suhelda , vallakodanikega , olla viisakas , täita ametnik ametniku rolle , kohuseid , et et aga , aga tagantjärgi ma mõtlen , et vist nagu tõesti sobis see sulle ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,V,tõesti,lahendama,"Oli oli ja mul ikka tekkis selliseid probleeme inimestel , mida ma ei osanud tõesti lahendada ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,A,tõesti,kõrgepalgaline,"Et nagu Soomes tuleks õpetajateks kõige paremad koolilõpetajad mitte need , kes , kes ei saa tõesti kõrgepalgalistele töökohtadele , kõik , nii , eks ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,D,tõesti,nii,"Ma ma arvan , et , et probleem oli selles kahes viimases nädalas , enne seda hooaega , kui lund ei olnud ja , ja kui nad treenisid mitte Baplano ehk siis mitte plaani järgi ja , ja , ja seal pandi kuskil mööda , aga seal on võib-olla tõesti nii väiksed detailid , et , et ei oska ei nemad ega , või võib-olla tõesti suuremad spetsialistid oskab selle välja , hammusta ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,V,tõesti,ei,"No ja no see võibki nii-öelda haamer tulla , aga , aga tõesti ei oska meie siin öelda ja , ja ilvesed ise ei oska seda enam , aga tähtis on nüüd siit kenasti edasi minna , nagu ma ütlesin ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,D,tõesti,nüüd,"Noh , häda on ainult niipalju , et kui rääkida tõesti nüüd nagu kõige kõrgematest sihtidest ehk et nagu päriselt nagu päris MK-etapil , kus kõik on kohal tõesti , nagu poodiumile jõudmisest ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,D,tõesti,võib-olla,"No oleks see olnud poksiringi , oleks see olnud tõesti võib-olla aasta nokaudi kandidaat ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,V,tõesti,nägema,"Ennustused on kõik täpsed , nii et , et kui te veate parasjagu kihla Seda kõike me , kuidas nad kõik täpsed olid , me eelmisel aastal tõesti nägime ?"
20210413_episood_4_kas_vanasti_oli_muusika_parem,2,M,24.133833333333335,V,tõesti,olema,"Minu arvamus on see , et , Tegelikult on see See kõlab hästi selliselt nagu buumerlikult aga minu arust on selles nagu tõetera sees selles mõttes , et meie , see nii-öelda muusikamaailm ongi selles kohas , kus see nagu me siin oleme kasutanud seda terminit mainstream on hästi palju sellist muusikat kus tõesti ongi ju seda autotoni , elektroonikat , nii edasi on ka räpp , mingisugune selline räpi ja meloodia vahepealne asi , noh , see nii-öelda mõmina räpi teema ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,3,M,17.469833333333334,V,tõesti,olema,"No ma ei tea , mina olen küll , ma ei hakka jälle nimesid nimetama , ma olen küll töötanud koos näiteks ma isegi ei tea , kui palju seal lauljate seas tõesti on nii ."
20210416_aprill_epikojas__ro_puuetega_inimeste_komitee_arvamus_eesti_olukorrast,2,M,11.751333333333331,V,tõesti,tegema,"Ja selles mõttes on Eesti puuetega inimeste koda tõesti teinud kõva töö ära , et me esitasime põhjaliku aruande ja lisaks päris alguses esitatud sellele mahukale aruandele me andsime järjest protsessi käigus infot juurde ."
20201231_59_normaalse_elu_osa,5,M,37.325833333333335,V,tõesti,ei,"No ma vaatasin seda videot , mis sa mulle andsid ja ma saan aru , et inter kõige väiksemad nanomeetrit tänapäeval enam tõesti ei tee , jah , et see on ."
20201231_59_normaalse_elu_osa,6,M,13.087999999999996,V,tõesti,saama,Siis võib-olla tõesti saabki koroonaviirusest selle vaktsiiniga isegi halvimal juhul on ta lihtsalt nagu no nagu tavaline gripp või mis iganes .
20201231_59_normaalse_elu_osa,6,M,13.087999999999996,V,tõesti,tulema,"Vaatame , et , et kui vaktsiinid tõesti tulevad , siis võib-olla kevadeks suveks hakkavad nad juba levima inimeste hulgas , nii et on omajagu inimesi vaktsineeritud ja siis võib-olla ."
20200326_kinnisvaraintervjuu_03_tnu_toompark_kinnisvarakool_ja_jaan_liitme_domus_fnd_o,0,M,14.496999999999998,V,tõesti,suutma,"Ma arvan , et kui laenutaotlejaks on äriettevõte , kes siis tahaks rahavooga äri teha või arenduseks midagi võtta , siis seal on need nõuded tegelikult olnud suhteliselt paigas , siin viimased , ma julgeksin isegi ütelda paar-kolm-viis aastat võib-olla seal veidi tuleb nüüd hetkeks sellist nõu , neid nõudeid tuleb rohkem peale , aga ma arvan , et seal mingit revolutsiooni ei toimu , et kui sa suudad ära näidata , et sa tõesti suudad ette müüa või sul on mingi hulk ankurüürnikke olemas ka nüüd selles muutunud keskkonnas , ehk siis need lepped peavad või siis sa suudad lausa uued lepped sõlmida , et , et see ju tähendab seda , et sul on tulud paigas ja , ja kui kulueelarve ka on seal poolt lukus ja , ja need omavahel on õiges balansis , et küll ka siis need laenuotsused ära tehakse ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,A,tõesti,kurb,"See , see on , see , see on see asi , mida me ei saa asendada ja sellest nagu tõesti kurb ja ma ma lihtsalt ütlen , minu personaalne arvamus , ma lihtsalt ei viitsi vaadata neid live enam ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,V,tõesti,hakkama,"Kui tõesti hakatakse tegema mingeid full produktsiooni saateid nagu muusikute poolt , siis on natuke teine asi ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,A,tõesti,mega,"Et ma tahan nagu energiavahetust , ma tahan suhelda ja Instas küll saavad inimesed kirjutada otse , aga see ei ole see ja see oli nagu tõesti mega kurb ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,A,tõesti,naljakas,"See sõna tervisevabadus on tõesti naljakas minu jaoks ma ei saa aru , mida see tähendab ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,V,tõesti,olema,"Ma ei tea , kas põhiseaduses on niisugune punkt sätestatud , et igal inimesel on õigus tervisele seda , seda noh , vaata , ongi need küsimused , et mis see siis nagu see point on , et igal inimesel tõesti on ju õigus saada nagu abi oma tervise jaoks , eks ole , ja kui ongi mingisugune olukord , lähed kiirabisse ja saad abi sealt EMOsse noh , see selleks , aga et , et kas sul on siis olla , kas sul on õigus siis olla nagu haige või terve või ?"
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,V,tõesti,olema,"Et see on nagu keeruline samamoodi see teadlaste värk , et vaata , teadlane ju räägib hästi oma keeles ikkagi ka ja tõesti ongi raske aru saada sellest vahel , mida nad räägivad ja milline see loogika nende taga on ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,D,tõesti,juba,"Ma arvan , et siin tuleks nagu , ma ei tea , nüüd on võib-olla hilja ka tõesti juba , aga siin oleks tulnud nagu teha seda sellist noh , päris puust ja punaseks värki nagu rohkem , et ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,2,M,14.613833333333332,D,tõesti,sinna,"Et , et see ongi see , et võistkonna eest vehelda on hoopis teine asi ja veel ankrunaisena ka , et et ega , ega muidu asjata ju Irina Embrichit kõik need aastad nagu tõesti sinna hädavajalikuks ei peeta ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,3,M,8.922666666666665,D,tõesti,eriti,"Viimati paar paar-kolm aastat tagasi , kui need suusahüppajaid tõesti eriti ei olnud , seal nipa-nappa pääsesid seal 30 sekka ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,5,M,8.005833333333332,D,tõesti,nii,Ka mälust vähemalt ära kustunud või nad siis ei ole tõesti nii suurt suuri tegusid teinud .
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,6,M,20.665000000000003,V,tõesti,mäletama,"Vot nüüd nüüd tõesti mäleta , mitu ta neid võitis , aga ta oli vähemalt maailma esikümnes esikümne mängijate võitude poolest ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,8,M,5.863333333333336,D,tõesti,päris,"Jaa , aga noh , selge on see , kui nüüd tõesti päris tõsisele lainele minna , siis siis ega need töökohti ei paista Eestimaal nüüd ."
20190115_mehed_ei_nuta_kas_ott_tnak_peaks_olema_aeglasem_kas_lati_alt_jooksis_kullame_vi_klubi_omanik,8,M,5.863333333333336,A,tõesti,huvitav,"Ei , ei , seal pole seal , vot seda on , huvitav , see on , see on tõesti huvitav , ma justkui siin Gerdiga ka rääkisime ."
20210321_episood_2__prgitelevisioon,0,M,41.82983333333333,V,tõesti,lugema,"Ma ei tea seda siiamaani , ma ei saa aru sellest , võib-olla ma ei oska tõesti lugeda õigeid kohti , võib-olla ma ei saa siis ise aru , aga ma uurisin natukene oma tuttavate käest ja nii edasi ."
20210321_episood_2__prgitelevisioon,0,M,41.82983333333333,V,tõesti,unustama,"Jälle on selline seis , kus pooled inimesed nagu teavad , justkui ta käis seal ja pooled inimesed teavad , et ta ei käinud seal lihtsalt kui nüüd on nii , et ta tõesti unustas seda mainida või ta näiteks , kui ta ei käinud seal ja ta lihtsalt noh , inimene ju , kui ta teab , et ta ei ole milleski süüdi , siis ta võib olla ei hakka mainima seda sellepärast , et see on juba tema jaoks nagu loogiline , aga kui nüüd on selline juhus , kus ta vabandas , küll on ju , aga vabandas , et umbes nii , et , et ma vabandan , et ma lasin sellel juhtuda , aga samas läks mööda sellest , et ta ise ka käis seal ja see , nagu me eelmine kord rääkisime , on tegelikult nõks nagu kangem asi , kui ainult peopidamine , lähikontaktina siis minek ."
20210321_episood_2__prgitelevisioon,0,M,41.82983333333333,V,tõesti,ei,"Kusjuure , see oli huvitav , ma isegi tegelikult lõpuks ei pannud seda sama asja nagu tähelegi , sest see käis korraks nagu läbi ta mainis selle nagu kuidagi sihuke ülejala veits ära on ju , aga noh , seda selles mõttes , et seda nagu konkluesi nit kui siukest , et kas jaa või ei või mis sa tegid seda tõesti ei olnud ma tegelikult isegi nagu lõpuks see läks minust täiesti mööda , et hea , et sa seda märkasid ."
20210321_episood_2__prgitelevisioon,0,M,41.82983333333333,V,tõesti,olema,"Ei , nad ei saagi aru selles mõttes , et Eestis on niikuinii see ringkond on nii väike , aga siin tekib nagu küsimus selles , et jah , võib-olla Eesti väiksus tõesti on see ."
20210321_episood_2__prgitelevisioon,0,M,41.82983333333333,D,tõesti,väga,"Aga kus mul tekkis hästi suur probleem , oli siis kui näiteks üks lõik , kus Taavi Libe käis maski protestil ja vot see ajas mul jõhkralt kopsu üle maksa , sest kui sa oled meelelahutuslik saade ja sa oled selline natukene noh , ütleme kollakas orantžikas , meelelahutussaade , siis ära tegele tõsiste teemadega , sellepärast et sa ei , sa ei suuda nendega normaalselt hakkama saada nagu mida ka Taavi Libe näitas sisuliselt oma saatelõiguga naeruvääristas kogu seda teemat köhides ühele tegelase seal näkku , mis on nagu hale minu arust see , seda pärast kõik needsamad maski vastased pärast heitsid , et , et kõikidele mõistlikele inimestele , kes üritasid nendega argumenteerida , ka selline asi , see ei ole vajalik , lihtsalt ma saan aru , et ka meelelahutuslik saade üritab püsida trendides selles mõttes trendides , et rääkida teemadest , mis on parajasti aktuaalsed , aga sellised teemad , kus meil on nagu tõesti väga palju kaalul siis pigem pigem nagu võiks hoiduda nendest ja rääkidagi siis sama ."
20210321_episood_2__prgitelevisioon,1,M,21.388166666666667,D,tõesti,täiesti,"Ma lihtsalt arvan , et see probleem on nagu turu väiksus , et meil võiks tegelikult olla tõesti täiesti eraldi kanalid , ma saan aru , miks neid ei ole seepärast , et raha ei ole ja see ei ole ."
20210321_episood_2__prgitelevisioon,1,M,21.388166666666667,D,tõesti,nüüd,"No jah , aga lihtsalt see on ju selles mõttes produktsiooniruumis on see üks piiks peale panna , et mitte ma oleks hullult mingi roppude sõnade vastane ja mingi hullult nagu mingit issand jumal , lapsed ei tea neid ja sai ropendaki Tarvo üldse ilmselgelt need ilmselgelt lapsed ka teavad neid roopusi ja siis annab signaali , et näed , see on meie jaoks okei ja see on see probleem , mitte see , et hullult tõesti nüüd hordides lapsi õpiks sealt just sellest konkreetsest kohast õpiks neid roppusid ja peale seda päeva hakkavad kõik nad kasutama lähevad kooli , ütlevad ."
20190904_bipolaarne_vandenud_1,1,M,19.144999999999996,D,tõesti,või,"Ma nagu , kui sihukesed asjad tulevad , siis mul on nagu esimene asi , kui Eesti meediast tulevad , siis mul on see , et nagu nii palju trassi on pidevalt meedias , vaata no kui elu 24-l tuleb siis tõepoolest Vahet ei ole , mida sa vaatad , noh , ma praegu vaatan näiteks rallit tõesti või palju , onju ."
20210208_jutud_rohelises_stuudios_osa_1_hardo_adamson,3,M,6.848999999999999,D,tõesti,tõesti,"Või mis , mis siiamaani on nagu kõige rõõmustavam või miks ma nagu tahan seda teha , ongi see , et et sa lähed sinna lavale , onju ja , ja , ja siis sa näed seda publikut , seda rahvast seal saalis või noh , et sa näed neid naermas või et nad on , nad kuulavad tõsiselt sind , nad tahavad teada , mis sa seal teed või et ja , ja , ja see , et , et jah , et sa ei , et sa ei raiska nagu nende aega sellega , et sa seal nagu lihtsalt mingi veiderdad või midagi , et nad tõesti tõesti On nagu isegi tänulikud sulle , et pärast aplodeerides või nii , et et ja , ja ma ei , ma ei teagi , see lihtsalt ."
