episode_id,section_index,gender,minutes,pos,tunnus,sona,lause
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,A,päris,kena,"Oi lapsepõlv oli mul päris kena , ma arvan , et sellist lapsepõlve , mis mul oli , võib-olla praegu saab , võib-olla ma ei tea , 10 inimest võib Valgamaal , et jah , et ma kasvasin üles talus ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,A,päris,keeruline,"Mõnusatest piltidest ja mälestustest , aga tegelikkuses on see ju päris keeruline ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,D,päris,laiali,"See oli päris laiali hõlmav , et alguses ma arvasin , et see on prügivabastused , aga hiljem selgus , et seal ikkagi kõik planeeringud , üldplaneeringu ja üleüldse keskkonna keskkonnakaitsenii-öelda , inimestega seotud probleemid ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,A,päris,keeruline,"No ma tean sind ka enam-vähem noh , nüüd natuke natuke täpsemalt täpsemalt vist ja on halb sõna öelda , aga umbes kaheksa-üheksa aastat ja ja , ja nii palju , kui mulle tundus see , mida sa vabal ajal teed , see , mis missugune hing , hing sinust nagu välja kumab , siis see ametniku töö tundus nagu kuidagi kummaline sinu poole , et et ongi niisugune natuke hipster ikka natukene selline vabameelsus ja siis siis nagu tõesti selline päris keeruline ametnikutöö , et kus tuli suhelda , on volikoguga , tuli suhelda , vallakodanikega , olla viisakas , täita ametnik ametniku rolle , kohuseid , et et aga , aga tagantjärgi ma mõtlen , et vist nagu tõesti sobis see sulle ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,A,päris,kõva,"Et kui ma kujutan ette , kui oleks tulnud mingi , ma ei tea , et kellegi ilus raba tahetakse üles kaevata ja mingi kodanikuaktsiooni d kindlasti siis oleks peavalu palju rohkem , aga ma arvan , minu eelkäija ja olid päris kõva töö ära teinud näiteks ju tõrva ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,D,päris,kaua,"Valgas läks ju päris kaua aega , enne kui see uus ekstreemspordihall Nagu tuli , et kui palju sa sinna praegu jõuad ja , ja mis mis nii-öelda siis lemmikosad seal hallis on ?"
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,A,päris,põnev,Päris põnev .
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666663,A,päris,kena,"Aga loogiliselt igus , aga päeva suurem sündmus ma ütleks , siiski oli Eesti naiskonna mäng muidugi ja , ja Eesti naiskonna kolm üks võit Rootsi üle , mis jätab meile päris kena võimaluse veel pääseda finaalturniirile , mis oleks siis Eesti pallimängu naiskondade jaoks ükskõik millisel alal esmakordne noor reporter Roosna seireb ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,A,päris,arvestatav,"Aga arvestades , et , et see ei toimunud Soomes , siis oli seal ikkagi päris arvestatavad sajad , vähemalt ma ei tea , tuhandete julge võibolla pakkuda eestlasi kergejõustikuareenil ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,A,päris,hea,"See saaks päris hea vaidlus , oi , see on kõva vaidlus ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,A,päris,uus,"Mis mark , pead meelde , need vanad bussid , neid olid kuidagi nagu viletsad ja see uus oli just välja tulnud ja ma päris uut ka ei tahtnud , nagu ta ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,A,päris,kiire,"Aga meil on muidugi , meil on muidugi päris kiire ja ei rohkem , kui võta , lähme siis saatega edasi , kas me nüüd kappame kiiresti ?"
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,A,päris,kindel,"Ma ei tea , kas ütleme , ma ei ole päris kindel , et , et see uus treener seal üksinda suudab midagi teha , et seal võib olla , peaks ka ikkagi seda koosseisu ka natuke natuke veel ümber vaatama ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,4,M,5.474666666666667,D,päris,maha,"No novil ma päris maha ei taha kanda , aga , aga ütleme noh , ütleme kui me räägime kahestki mehest ja siis mingisugusest , ma ei tea mingist X - faktorist sealjuures , et see protsent , ma arvan , seal kuskil võib-olla 40 juures , kui rääkida , rääkida nagu üks-ühele kihlavedamisest ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,A,päris,hea,"Sutsu pessimistid ka veel ja siis ja on nagu optimistlikult ütleb jah ja mingi mingil põhjusel ikkagi nagu Eestil läheb hästi või , või Eesti esindajatel , et antud juhul läheb , tundub mulle siis vastupidi , sest mul on tegelikult päris hea tunne Kalev Cramo praeguse meeskonna osas ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,A,päris,hea,"Paraku jah , ma olen ka seda meelt , et jah , et kui kui mitte tänavu , siis millal siis veel , et esiteks meeskond on tõesti nagu saanud kokku päris hea ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,D,päris,niimoodi,"Et et , et ei tule , see oli siiski suhteliselt erakordne ja , ja meil ei ole kõik need aastad ikka päris niimoodi kulgenud ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,D,päris,nii,"Kas , kas meie vehklemine on nagu päris nii kõva ?"
20210413_episood_4_kas_vanasti_oli_muusika_parem,0,M,10.724166666666669,D,päris,palju,"Kuigi ma päris palju olen bändimuusikat teinud Jah , ja koore tegelikult mu ma tahaks , ma tahaks kunagi , kas kirikutes niisuguseid suur suuri ulatuslikke koore salvestada ?"
20210413_episood_4_kas_vanasti_oli_muusika_parem,2,M,24.133833333333335,A,päris,hea,"Meil on tegelikult ju väga äge Saksamängija , kõik muud asjad sinna juurde , et tegelikult see on ju tehnilised oskused on päris head ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,2,M,24.133833333333335,D,päris,palju,"Ma võib-olla ütleks , et müra tase on meeletult tõusnud , sellepärast et kuidas kunagi ju vaata , muusikavaldkond toimis , oli see , et noh , olid suured plaadifirmad , eks ole , ja nemad kontrollisid päris palju raadioid ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,2,M,24.133833333333335,A,päris,keeruline,"Ma arvan , et tegelikult need kaks maailma saavad üksteisele abiks olla , kui nad saavad jutule , aga need läbirääkimised ongi alati päris keerulised ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,2,M,24.133833333333335,D,päris,kindlasti,"Et ma ei arva , et plaadifirmad on halvad aga ma arvan , et see on päris kindlasti alati keeruline asi ja inimene peaks minema plaadifirma alla lihtsalt puhtalt sellepärast et see on lahe ja et äkki siis saab staariks ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,2,M,24.133833333333335,A,päris,vali,"Kui sa saad plaadifirma alla lepingu , ma kujutan ette , et siis su töö alles algab ja kui sa arvad , et sa oled enne palju tööd teinud , siis ma arvan , et see , see , see äratuskell tuleb päris vali nagu ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,2,M,24.133833333333335,A,päris,huvitav,"See on , ei , tegelikult see on tõsi , vaata eks kui no kui mõelda nagu puhtalt äri poole , et ma ei tea , kuidas ju neil see äri on , sellepärast et need lepingud ei ole nagu niisugused , mida sa saad netist alla laadida ja vaadata ja lahata , eks ole , päris huvitav , kui saaks vaadata niimoodi , päris huvitav , ma oleks ka mõelnud , et täiega tahaks näha mõnda , et kuulajad , kui teil on kuskil mõni niisugune leping nagu näha , saatke kusagile , vaesed moosekandidaat , plan , pange oma lepingut teele me me et tegelikult oleks hullult äge , nagu näha , et mida , mis seal nagu on , oleks tore ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,2,M,24.133833333333335,A,päris,huvitav,"See on , ei , tegelikult see on tõsi , vaata eks kui no kui mõelda nagu puhtalt äri poole , et ma ei tea , kuidas ju neil see äri on , sellepärast et need lepingud ei ole nagu niisugused , mida sa saad netist alla laadida ja vaadata ja lahata , eks ole , päris huvitav , kui saaks vaadata niimoodi , päris huvitav , ma oleks ka mõelnud , et täiega tahaks näha mõnda , et kuulajad , kui teil on kuskil mõni niisugune leping nagu näha , saatke kusagile , vaesed moosekandidaat , plan , pange oma lepingut teele me me et tegelikult oleks hullult äge , nagu näha , et mida , mis seal nagu on , oleks tore ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,3,M,17.469833333333334,A,päris,reaalne,"Kusjuures see on ka päris reaalne probleem , sellepärast et aastal 2021 , meil ei ole albumitsüklit enam tegelikult sellist klassikalist nagu kunagi oli , et iga kahe aasta tagant album selles vahepealsel ajal sul on kirjutamisaeg ?"
20210413_episood_4_kas_vanasti_oli_muusika_parem,3,M,17.469833333333334,D,päris,teravalt,"Ja nüüd ongi see sinu otsus , kas sa annad alla ja , ja loomulikult see on hästi raske olukord , sellepärast et eriti Covidi ajal nüüd me tunneme seda päris teravalt , et mida me nüüd teeme , et muusikud ei saa raha teenida , nende nende jaoks ju kontsert on raha teenimine ja veebikontsert ei too mitte midagi , siis isegi siis , kui see või läheb umbes viraalseks mingil hetkel Youtube 'is , siis noh , nad tegelikult ei teeni seal tõe ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,4,M,12.370666666666663,D,päris,noh,"Ja ebakindlus nagu meie valdkonnas on niisugune päris noh , ongi see ongi igapäevane , sellepärast et noh , siin olles ise vahetevahel stuudios kas produtsendi rollis või helimehe rollis , eks ole , helirežissööri rollis , siis täpsustan ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,4,M,12.370666666666663,A,päris,hea,"Ja mõni vahetevahel lihtsalt kuuleb , et oh kurat , päris hea pet ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,4,M,12.370666666666663,A,päris,põnev,"Ja eriti hulluks läheb siis , kui näiteks teed džässmuusikat , kui sa improviseerid seda teed muusikat ja sa mõtled käigu pealt midagi välja , et see , see on nagu täiesti pilbast ehk siis niimoodi , et ma ja , ja sellel kaalus , mulle õudselt meeldis see uuring , see , seda saab Youtube'ist ilmselt ka leida ja kui ta täpselt guugeldate , see , see on , seda , seda näha , see on päris põnev ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,4,M,12.370666666666663,A,päris,raske,"Minu arvamus aga kehvemaks , sest kui sa nagu kirjutad oma hingest midagi välja , siis sul on päris raske ikkagi saada , nagu seda ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,5,M,46.16899999999999,D,päris,palju,"No see sõltub , noh , siin on muidugi mitu aspekti , on ju , kui sa võtad seda näiteks nagu tehniliselt on ju siis selles mõttes ongi hästi lihtne , et sul on tegelt kui sa midagi oskad torenditega teha , on ju sa tegelikult saad endale päris palju asju lubada , põhimõtteliselt on ju ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,5,M,46.16899999999999,A,päris,hea,"Kusjuures siia ütlesid päris hea , et garaaž , bänd , kuidas mina alustasin , enne kui ma hakkasin veel raha küsima selle asja eest ja niimoodi ."
