episode_id,section_index,gender,minutes,pos,tunnus,sona,lause
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,A,suht,tähtis,"Ja siis mäletan , et , Mõne aasta pärast ka kaks , 2007 tundub suht tähtis aasta ."
20200319_kinnisvaraintervjuu_01_tnu_toompark_kinnisvarakool_o_ja_anton_nikitin_ecoadvice_o,0,M,8.516166666666667,A,suht,mõistlik,"Ja õnneks me ütleme , et ei ole , et need maad , mis meil on ostetud , tegelikult me ostsime neid suht mõistliku hinnaga , ehk hakkame vaatama , hakkame ümber äriplaanid ümber vaatama nagu sõltuvalt nõudlusest ja ehitushinnast ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,3,M,17.469833333333334,A,suht,sarnane,"Ma võin natuke eksida , aga , aga noh põhimõtteliselt tekkis samasugune muusika üle maailma samasuguse sisuga samasuguse olemuse ga kõik tahtsid teha sama asja , sest see oli nii hea nagu et noh siis kõik andsid välja tükk aega suht sarnast muusikat , mida siis liidis Manford esan , kes andis uue loo välja kõik , oh , see on üli head , midagi sarnast jälle nagu et see on niisugune just ülihea näide selle sarnase muusika tootmisega , nagu ."
20201231_59_normaalse_elu_osa,6,M,13.087999999999996,A,suht,tüütu,"Sa oled suht tüütu , kui nii juhtub ."
20201231_59_normaalse_elu_osa,6,M,13.087999999999996,A,suht,hea,"Nojah , niisugune kes on suht hea nakatuja parasjagu , et kui sellise inimesega viibida ruumis , et , et paljud inimesed on ju , kes on asümptomaatilised ja kellel see viiruse kulg on kergem , neil võib ka olla see viiruse tase kehas kogu aeg madalam ja nad üldse ei saagi nii palju nakatada kui mõni teine inimene , kelle , kelle keha lihtsalt seda rohkem toodab ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,D,suht,vähe,"Selle viimase aasta jooksul see on , Ma ütleks , et see number tegelikult jääb sinna mingi viie ringi isegi ega üle viie minu arust ei ole olnud , tegelikult on suht vähe neid olnud võrreldes sellega , mis võib-olla teised siin mõtlevad ja tahavad ja teevad , noh muidugi plaan on palju mõttes on olnud teha niisugune ikkagi mingi iga kuu midagi , aga , aga kokkuvõtteks , ma ei ole võib-olla näinud nii suurt väljundit sellele ja ma ei olegi seda nii tihti nüüd teinud ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,A,suht,positiivne,"Me vist isegi panime niimoodi , et , et mina mängisin kaani , Loora laulis ja siis , ja siis see oli Kristjan või mis võttis kidra kätte , et niisugune , see muutis täiesti seda nagu atmosfääri , et minu jaoks oli nagu suht positiivne ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,A,suht,hea,"Seda on hea märgata võib-olla keegi , kes ei ole seda vaadanud , siis hoidke silmad lahti , see on suht hea asi ka ennast kursis hoida mingisuguse õige või vale infoga , et kui sa kahtled milleski , siis ei taha öelda seda reser son ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,A,suht,kindel,"Ehk praegu ta , ma olen suht kindel nagu olles nagu varem ka jälginud veits Kalle Grüntali tegemisi , kuna mul on see huvi mitte just spetsiifiline huvi Kalle Grüüteli vastu , aga aga üleüldine poliitika huvi siis ma olen jumala kindel , et Kalle Grintal praegu lihtsalt kasutab seda kõike ära , et endale valimisteks hääli saada ja see on veits kurb ."
20210404_episood_3_emoosekandid_ja_co2paraad,0,M,52.372166666666665,A,suht,kindel,"Või üks üks väide , mis muutus Ma olen suht kindel , et näiteks politsei ja igasugust muud jõustruktuurid see aktsioon pani küll tagajalgadele ja ma arvan , et seal nüüd väga tõsiselt mõeldakse läbi neid stsenaarium , et ."
