episode_id,section_index,gender,minutes,verb,lause
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,vaata,"No maapoiss , vaata ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,vaata,"Nojah , seda küll , aga noh , selles , Selles mõttes ju noh , igalühel vaata oma tee , onju ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,1,M,27.033,vaata,"Mul oligi selline , noh , ma käisin ju vaata Viljandi katsetel ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,4,M,10.882666666666667,vaata,"Kui ma räägin endast ja oma kaasast Sirlist aga me oleme me olnud kunagi vaata , me ei kaotanud seda sidet Valgamaaga , et teadupärast Sirli oli väga aktiivne nii Valgamaa noortekogus kui tõrva , linna noortevolikogus ja see side oli kogu aeg olemas ."
20210416_jutud_rohelises_stuudios_osa_4_madis_mumm,5,M,17.14183333333333,vaata,"Mingis osas ikka , et või siis või isegi võib-olla tahad nagu kellegi moodi vaata olla , et ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,Kuulge,"Kuulge , kallid inimesed , nad on juba nii lahus , kui üldse lahus olla saab ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,kuula,"Solki kuula nüüd , mis see solgist räägib ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,1,M,24.004166666666666,Kuule,"Kuule , hakkaks spordiga nüüd pihta , sa , Tarmo näitasid mulle midagi , et paneme kohe algusest ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,kuulake,"Nii et Georg , järgmine kord , kui otti näeme , siis küsime , aga küsimuse teine pool kuulake ära ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,Vaata,"Vaata , ma , mul on siin oma mõte , et miks peab suvel inimene istuma teleka taga ?"
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,vaata,"Jaa , jaa , aga vaata , need olid kuidagi need suured alad ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,Vaata,"Vaata , ma ei tee niisugust koduvilet , aga , aga teine asi on see , et tegelikult tunt oleks , oleks ikkagi pidanud seal sees olema , ma arvan , et järgmine aasta ta on igal juhul sees , et et järgmine aasta ta veel mängib ja , ja nüüd tulevad , nüüd käib ju play - off ja , ja mõelge , kui ta isegi super polito ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,kuule,"Nii kuule poisid , aga kas me üldse läheme siit edasi ?"
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,2,M,21.29866666666667,Oota,Oota paneme kõlli ka .
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,3,M,4.30016666666667,vaata,"Ma mõtlesin , et ma võidan vaata kuna , kuna võta , Tarmo , vaata kuidas sa minust kätte saad sellega , et sina ennustada , nagu ebahuvitavalt , mina ennustada , nii nagu asjad tegelikult nagu peaksid olema , või või kuidas nad nagu võiksid olla ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,3,M,4.30016666666667,vaata,"Ma mõtlesin , et ma võidan vaata kuna , kuna võta , Tarmo , vaata kuidas sa minust kätte saad sellega , et sina ennustada , nagu ebahuvitavalt , mina ennustada , nii nagu asjad tegelikult nagu peaksid olema , või või kuidas nad nagu võiksid olla ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,vaata,"Täpselt ja nad on , nad on kogenud ja Venno ei ole veel vanemaks , vaata vaata , kui hästi on Venno nüüd mänginud viimased aastad ja ka isegi Eesti koondises on väga suurepäraselt mänginud ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,vaata,"Täpselt ja nad on , nad on kogenud ja Venno ei ole veel vanemaks , vaata vaata , kui hästi on Venno nüüd mänginud viimased aastad ja ka isegi Eesti koondises on väga suurepäraselt mänginud ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,vaadake,"Ütlen , et kaotab edasi , vaadake teie ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,vaadake,"Ei ei no vaadake , eelmine aasta oligi niimoodi , meie ennustasime täpselt teised ei tulnud sportlased meiega kaasa ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,vaata,"Ja võrdsete punktide juures sai minu ja tänase tähtsus , vaata see kaal , vaata loeb ka ju , kes sa kaalukam , arva ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,vaata,"Ja võrdsete punktide juures sai minu ja tänase tähtsus , vaata see kaal , vaata loeb ka ju , kes sa kaalukam , arva ."
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit,5,M,20.710666666666665,kuulake,"Okei , kirjutage meile mennadelfi.ee endiselt ja kuulake meid ja teisi Delfi boadcaste delfi taskust ."
20200319_kinnisvaraintervjuu_01_tnu_toompark_kinnisvarakool_o_ja_anton_nikitin_ecoadvice_o,0,M,8.516166666666667,vaata,"Kõik toimib , pangasüsteem toimib , on ju soov finantseerida , on küll , võib-olla mingis ulatuses , vaata , võta ettevaatlikumalt , aga kraanid ei keera kinni ja see on hea ."
20200319_kinnisvaraintervjuu_01_tnu_toompark_kinnisvarakool_o_ja_anton_nikitin_ecoadvice_o,0,M,8.516166666666667,kuule,"Ja kuule , et noh , tegelikult mul Gruusiaga on nii , et mul on mõned ülikinnisvara , ütleme , korteri seal on et ja siis Pankade panga poolt tuli väga huvitav nagu kiri selle kohta , et nad kolmeks kuuks ise peatasid kõik , ütleme , nialanemakseid , kusjuures nad mitte lihtsalt need maksmata ."
20210413_episood_4_kas_vanasti_oli_muusika_parem,1,M,3.460166666666667,Vaata,Vaata .
