episode_id,section_index,gender,minutes,pos,tunnus,sona,lause
20210416,1,M,27.033,D,väga,palju,"Madis on praegu tõrva avatud noortekeskuse juhataja , endine Tõrva vallavalitsuse keskkonnaspetsialist , aga temas on väga palju muudki peale nende kahe ameti ."
20210416,1,M,27.033,D,väga,oluliselt,"Tere , head taskuhäälingu kuulajad on käes järjekordse osa aeg ja see on järjekorras neljas ja minul on täna saate külaliseks taas üks inimene , kes on ühtepidi noorsootööga väga oluliselt seotud , aga kelle taust noorsootöötajana üldse ei ole noorsootöötaja , aga sellest me kõigest saame täna rääkida , aga võib vist öelda , et elupõline Valgamaa inimene , Valgamaa armastaja ja nüüd on ilmselt õppinud ka armastama tõrvata tõrva , valda ja siinseid inimesi ."
20210416,1,M,27.033,D,nii,pikalt,"Väga ei armasta nii pikalt endast rääkida , aga samas olen ka , olen ka meelitatud ."
20210416,1,M,27.033,D,väga,palju,"Rääkida mingist asjast , millest sa iga päev oled sees , milles sa väga töötad ja tead seda läbi lõhki , on ilmselt lihtsam kui ennast väga palju avada , eriti siin saates , kus tund aega räägitakse sinust endast , aga , aga lähme siis sinu juurde , et et nagu ikka , ma olen palunud kõigil oma CV enne saata , et , et ma saaksin ülevaate , mis inimesega tegu on ja midagi see ju tõesti räägib inimese kohta ."
20210416,1,M,27.033,D,eriti,siin,"Rääkida mingist asjast , millest sa iga päev oled sees , milles sa väga töötad ja tead seda läbi lõhki , on ilmselt lihtsam kui ennast väga palju avada , eriti siin saates , kus tund aega räägitakse sinust endast , aga , aga lähme siis sinu juurde , et et nagu ikka , ma olen palunud kõigil oma CV enne saata , et , et ma saaksin ülevaate , mis inimesega tegu on ja midagi see ju tõesti räägib inimese kohta ."
20210416,1,M,27.033,D,kui,kuskil,"Aga jah , mulle meeldis siiamaani mul meeldib vaadata , kui kuskil üksik lehm kuskil põllu peal on , mida mitte kuskil pole enam , aga ."
20210416,1,M,27.033,D,nii,hästi,"Vot sellele ma ei oska vastust öelda , aga ma arvan , et see on kindlasti ka mõneti mind negatiivselt mõjutanud et kooli minnes oli mul kindlasti raskem , sest ma ei osanud , ma ei osanud nii hästi suhelda ja võib-olla see tekitas sellist argust rohkem sest mul ju vendi õdesid ei ole ."
20210416,1,M,27.033,D,natuke,veel,"Tänapäeval hakkab nagu populaarseks tagasi minema võib-olla selline maaelu , et väga paljud noored otsivad maakodusid ja tahavad ka kanu näiteks ja lehmapidamine vist on natuke veel keerulisem , mõned mõnes mõttes ."
20210416,1,M,27.033,D,väga,palju,"Aga ses mõttes see maaelu väga palju muutunud , et kui üheksakümnendatel ikkagi see andis kõik Juurviljade kasvatamine loomapidamine andis sissetuleku ."
20210416,1,M,27.033,D,liiga,palju,Ja loodan ja kuulajad võib- olla ei pane ära liiga palju mingi lehma jutte .
20210416,1,M,27.033,D,palju,vähem,"Et see oli , kui seda poleks olnud , siis tõesti oleks palju vähem rääkida oma elust võib-olla kooliajast ."
20210416,1,M,27.033,D,tõesti,väga,"Kui oma oma seppana Tegelikult see Kungla on ju ühele noorele tõesti väga suur võimalus , aga samas on väga suur kohustus , nagu sa ütlesid , et kaks proovi jätsid ainult vahele ja tegelikult see proovist puudumine noh , võib-olla ka kungla mõttes ju ka natukene kuritegu , sest ."
20210416,1,M,27.033,D,väga,väga,"Võib-olla koos kohustundlikus ka sellega võibolla mõnevõrra piirdus , et eks väga väga suur aur läks ikkagi ka omavahel vestlemise peale naljategemise peale ja ja kui oma nagu kord kätte jõudis , siis oli nagu mökk mökk vahepeal ."
20210416,1,M,27.033,D,tõesti,korraks,"Ja füüsikaõpetaja ütles mulle , et ma tõesti korraks tundsin , et sa oledki see inimene ."
20210416,1,M,27.033,D,väga,hästi,"See jäi väga hästi mulle meelde , pluss see , ma olin ainuke inimene , kes siis ei laulnud tolles etenduses ."
20210416,1,M,27.033,D,hästi,palju,"Seal mul ei olnud mingit rolli ja siis oli veel üks , kus tantsiti hästi palju ."
20210416,1,M,27.033,D,kui,nii,"Aga sa tõid tegelikult väga ühe huvitava aspekti , et ei noh , nii suurt rolli ei saanud , aga samas kui nii mõelda , siis tihti need väiksemad rollid võivad väga-väga palju juurde anda ja nad jäävadki väga hästi meelde ja ja võib-olla kiiretaksegi , et , et see ilmselt selline muusikali kokkuvõttes on ju iga roll ju tähtis , et kui keegi nagu halvasti tantsib , seal see jääb meelde ja võib kogu selle üldpildi ära rikkuda , nii et see nagu ikkagi õpetab väga palju meeskonnatööd ."
20210416,1,M,27.033,D,palju,juurde,"Aga sa tõid tegelikult väga ühe huvitava aspekti , et ei noh , nii suurt rolli ei saanud , aga samas kui nii mõelda , siis tihti need väiksemad rollid võivad väga-väga palju juurde anda ja nad jäävadki väga hästi meelde ja ja võib-olla kiiretaksegi , et , et see ilmselt selline muusikali kokkuvõttes on ju iga roll ju tähtis , et kui keegi nagu halvasti tantsib , seal see jääb meelde ja võib kogu selle üldpildi ära rikkuda , nii et see nagu ikkagi õpetab väga palju meeskonnatööd ."
20210416,1,M,27.033,D,väga,hästi,"Aga sa tõid tegelikult väga ühe huvitava aspekti , et ei noh , nii suurt rolli ei saanud , aga samas kui nii mõelda , siis tihti need väiksemad rollid võivad väga-väga palju juurde anda ja nad jäävadki väga hästi meelde ja ja võib-olla kiiretaksegi , et , et see ilmselt selline muusikali kokkuvõttes on ju iga roll ju tähtis , et kui keegi nagu halvasti tantsib , seal see jääb meelde ja võib kogu selle üldpildi ära rikkuda , nii et see nagu ikkagi õpetab väga palju meeskonnatööd ."
20210416,1,M,27.033,D,väga,palju,"Aga sa tõid tegelikult väga ühe huvitava aspekti , et ei noh , nii suurt rolli ei saanud , aga samas kui nii mõelda , siis tihti need väiksemad rollid võivad väga-väga palju juurde anda ja nad jäävadki väga hästi meelde ja ja võib-olla kiiretaksegi , et , et see ilmselt selline muusikali kokkuvõttes on ju iga roll ju tähtis , et kui keegi nagu halvasti tantsib , seal see jääb meelde ja võib kogu selle üldpildi ära rikkuda , nii et see nagu ikkagi õpetab väga palju meeskonnatööd ."
20210416,1,M,27.033,D,nii,hästi,"Jah , ma ei oska lihtsalt tol ajal seda niimoodi nii hästi endale sõnastada , et ."
20210416,1,M,27.033,D,üldse,hästi,"Ja lihtsalt , for fun rohkem võib-olla , ja arvasime küll , et ah , läheb hästi , aga tegelikult ei läinud üldse hästi ."
20210416,1,M,27.033,D,väga,hästi,"Aga iga asja on ju millegi jaoks hea ja ikka kindlasti näed , Imrel läks väga hästi ."
20210416,1,M,27.033,D,väga,hästi,"Läks väga hästi , jah , kuigi praegu mitte , sest praegu on teatri kinni ja ."
20210416,1,M,27.033,D,nii,üldse,"Sest pigem oli see noore inimese hirm , et mida ma teen nüüd ja pigem oli see selline jooksmine , et et midagi peab minust saama ja ma ei saa see jääda Valka ema juurde diivanile arvutisse passima , et mis minust arvatakse siis ja mis minust saab siis ja ja nii üldse ."
20210416,1,M,27.033,D,kui,palju,"Et siinsamas kasvõi tõrva vallas , et et kui suur osa nii-öelda siis tulumaksust ja sotsiaalmaksust moodustab ikkagi metsamajanduse firmade nii-öelda need maksud makstud maksud , onju ja , ja kui palju see annab tööd inimestele maapiirkondades ."
20210416,1,M,27.033,D,tõesti,ainult,"Ma võib-olla natuke räägin nagu onu Heino , aga selline elust võõrdunud selline noh , inimgrupp , kes tegelikult ise maal ei ela , kes ise käivad tõesti ainult metsas jalutamas ja ei adu seda sotsiaalset poolt ja isegi seda looduskaitselist poolt , et näiteks ."
20210416,1,M,27.033,D,palju,rohkem,"Tegelikult põdrale väga meeldib raesmikud , tal on see palju rohkem süüa kui paksus metsas , et ."
20210416,2,M,8.717833333333333,D,nii,hästi,"Ja ma tegin oma tööd nii hästi , et isegi üks , üks teine firma palkas mu kojameheks ."
20210416,2,M,8.717833333333333,D,kui,praegu,"Et kui praegu on väga , ma ei tea , millal see intervjuu läheb nagu välja , aga praegu on väga populaarne video , kuidas kojamees nii-öelda siis Tarmo Kruusimäe teeb seda veipi ma voodis istungi ajal , siis ma olin nagu päriselt kojamees ."
20210416,2,M,8.717833333333333,D,väga,hästi,"Ma tegin ja see ese põhjal ei võetud mind , no ma sobisin väga hästi sinna kaitseväkke , ses mõttes Et tervislikke probleeme mul ei olnud nii-öelda , aga eks onu Heino oleks minu juures kindlasti õigus natukene ."
20210416,2,M,8.717833333333333,D,hästi,sinna,"Ma tegin ja see ese põhjal ei võetud mind , no ma sobisin väga hästi sinna kaitseväkke , ses mõttes Et tervislikke probleeme mul ei olnud nii-öelda , aga eks onu Heino oleks minu juures kindlasti õigus natukene ."
20210416,2,M,8.717833333333333,D,nii,tõesti,Ma ei oska nii tõesti öelda .
20210416,2,M,8.717833333333333,D,nii,lihtsasti,"Ja eks see Tallinnas olete oma võlu , ma ise mõtlen ka selle peale , et et just need teenused ja poed ja kultuurielu ja see oli nagu nii lihtsasti kättesaadav , et oh , tahan täna minna sinna , siis lähen ja samas oli väga palju võimalusi , aga aga , aga mina mäletan oma oma ajast just seda , et , et see elukoht oli ka võib-olla see mure , et kui ."
20210416,2,M,8.717833333333333,D,väga,palju,"Ja eks see Tallinnas olete oma võlu , ma ise mõtlen ka selle peale , et et just need teenused ja poed ja kultuurielu ja see oli nagu nii lihtsasti kättesaadav , et oh , tahan täna minna sinna , siis lähen ja samas oli väga palju võimalusi , aga aga , aga mina mäletan oma oma ajast just seda , et , et see elukoht oli ka võib-olla see mure , et kui ."
20210416,3,M,0.55783333333333,D,üsna,ootamatult,"Aga noh , jah , selles mõttes , et me jõuame ka selleni , et , et selle hirvede ja huntidega vist põtradega tuli pärast ka nagu tegeleda natukene , aga aga see Tallinna elu lõppeb , ma mäletan tuli teil ju üsna ootamatult ja , ja tegelikult Minu arust teie ."
20210416,4,M,10.882666666666667,D,tõesti,vist,"Lihtne , et sul seal tegelikult tõesti vist vedasid , täpselt , sel hetkel tekkis selline vaba töökoht ja , ja sai , sai sinna keskkonnaspetsialistiks ja tõrva , et no kas sa kujutasid ette , et ühe keskkonnaspetsialisti töö võib olla selline nagu sul oli ?"
